UserID,Probability1
3,0.672177217254191
4,0.77477747124339
10,0.61833834018223
14,0.245215567651633
16,0.522253899351534
23,0.418003511007572
29,0.703822365223021
33,0.60155245050049
37,0.639983657536512
45,0.699138389027092
47,0.739465043204802
54,0.229446138996476
55,0.561593524009824
60,0.473597757158358
68,0.82974397617342
79,0.697010200800635
90,0.777216303913773
93,0.596927550401566
98,0.398968340923522
101,0.690875854357524
107,0.511864296409672
109,0.516924894131698
113,0.50663164767696
116,0.601739376545993
118,0.355301201389057
119,0.58932154102614
120,0.832323348314571
126,0.593514739066862
131,0.871123308477611
134,0.847412145078549
135,0.613183228341542
137,0.796262222663015
139,0.290177433781847
140,0.620582315852948
141,0.855546836964888
142,0.263161907111376
152,0.822915982339906
162,0.602943708677705
164,0.66815250588154
168,0.620196826670788
172,0.705592855719608
173,0.526179877554311
176,0.875723119495414
179,0.605411504581281
181,0.539626404421469
182,0.222347958017372
183,0.465237590740777
186,0.83199823679268
189,0.681228861848572
192,0.409028050708285
193,0.799866732632483
194,0.768097274862256
196,0.5888394018207
197,0.889376383995196
198,0.34737701096037
201,0.598562230169634
204,0.691197687071106
205,0.373770112796494
210,0.537901823695291
213,0.560516944634062
216,0.425452966954895
221,0.82188033739726
234,0.130080916057624
237,0.477605397952452
241,0.541027039077942
246,0.251368083584921
258,0.843127545895865
261,0.197020030001104
262,0.58776932782438
271,0.524506880607738
279,0.747857832613166
280,0.58680832347029
288,0.250827974006759
291,0.575822619921597
296,0.0986390543571091
301,0.580878329019288
305,0.108592926584573
306,0.469207246197768
310,0.596396817112675
313,0.831315694311779
315,0.650238068399528
317,0.613555066128785
318,0.897431808554976
319,0.449827737852377
321,0.820562103176823
323,0.538001132577323
324,0.645360679588304
325,0.821089388675859
326,0.635381462151389
327,0.503249743536053
328,0.656823496144049
331,0.595775337587296
340,0.764237276772289
342,0.686588622843265
344,0.70362875828513
346,0.705472776955322
347,0.862423024360835
358,0.110739885280768
368,0.131011039038188
369,0.747091068453837
382,0.465107943394068
383,0.83835376097594
384,0.326339005264282
385,0.70214011276888
386,0.843585007699397
392,0.458792371000386
396,0.462538233752074
397,0.321277529629146
399,0.421252148382602
400,0.898600023320852
402,0.393847663728067
404,0.759870691589178
405,0.264558536039525
410,0.321506163393398
412,0.449988774413106
415,0.422492246103957
416,0.452952273872294
418,0.533232918155911
419,0.428908797693919
421,0.229476413350561
422,0.820349403636045
424,0.824578365132776
437,0.909479229619773
440,0.778296932669112
442,0.691159044697348
443,0.362861279950604
447,0.598572904024768
448,0.650732529586181
449,0.669567744028086
453,0.606685457278727
465,0.490581197785227
467,0.805291310834114
468,0.353297508695133
470,0.221313005112671
472,0.492457321936676
476,0.52874513179649
484,0.646159923608022
486,0.767789973816155
487,0.444152391272305
492,0.726389598226527
494,0.710169161596214
495,0.719772391095354
503,0.506684505004656
505,0.790634889799513
514,0.290875359085776
516,0.488828375079342
518,0.51099682645141
521,0.23854723191432
523,0.65737851958782
529,0.187194130333852
531,0.66616828527063
533,0.521165292536034
534,0.372566517779062
536,0.581864227072756
545,0.826401352532115
549,0.922028662054946
553,0.811571490955214
555,0.536289900408082
561,0.624024476135842
562,0.749146534128182
563,0.710124267884639
567,0.11787732366653
569,0.286647767866279
570,0.20633437208996
575,0.869659635253791
577,0.642548404916378
579,0.36427240850147
581,0.480076313471781
582,0.656438093702936
583,0.189063419936741
590,0.425861655367714
598,0.472750484927059
600,0.545149278812382
603,0.782240293391686
604,0.693987374886056
606,0.680387070222609
619,0.744552317670488
621,0.695997440576049
622,0.833346921944248
623,0.10725985194545
627,0.571550455298363
633,0.823197422898498
636,0.856996297468914
639,0.456037746621705
643,0.672460880514205
653,0.139445827218631
654,0.904370678224308
660,0.831949009747322
681,0.541592611006513
685,0.76517257443721
691,0.509287152531647
696,0.716685668400699
698,0.134157930914085
699,0.807366621151647
700,0.625827616523644
703,0.705530650948256
705,0.731785648351554
707,0.805693004182733
708,0.648837767478748
711,0.597599378929547
712,0.822345358233637
716,0.415967593501184
719,0.674711332940197
722,0.54169465328071
724,0.25241787593452
727,0.22981034586627
730,0.80566773989388
736,0.682131266612508
743,0.699462769259589
753,0.802363451439022
755,0.172336534868301
765,0.820298579494833
774,0.717487589564353
775,0.218347053958526
778,0.718264322208383
784,0.685478203412474
788,0.696191795378484
789,0.569378397810917
791,0.389946268138851
797,0.560324248106811
798,0.317668229492055
800,0.745376379278687
802,0.0470502476224181
807,0.45753454314383
810,0.88205330845866
811,0.369549235026986
820,0.777520414513668
821,0.600009520636015
822,0.468746051173601
823,0.617254513560874
824,0.872492930231297
826,0.063071573982938
828,0.40084151445282
831,0.442911495980389
832,0.158773743204101
833,0.148765646466218
834,0.354929727970602
837,0.605034037467173
838,0.774005053187858
841,0.65329261320239
843,0.718117208899684
844,0.35410926095542
850,0.874738911149875
853,0.498506600188753
855,0.298456783191507
856,0.489883084533748
860,0.343082219925148
864,0.158951427833924
868,0.578442933705192
