UserID,Probability1
3,0.712716168835103
4,0.711835984490637
10,0.535427082811311
14,0.266578145173934
16,0.523275257702928
23,0.429587064997785
29,0.691780906579227
33,0.543561966509729
37,0.650271721487751
45,0.655705930425661
47,0.785717071577434
54,0.236937278781716
55,0.586899420838503
60,0.412737800058119
68,0.803135345986479
79,0.704881550266533
90,0.742817428949549
93,0.532398743646774
98,0.484888107367491
101,0.668556347128484
107,0.510629340693485
109,0.476414923207262
113,0.559274721254418
116,0.550779288128441
118,0.387693423377186
119,0.588424502031822
120,0.789538454674329
126,0.599410979357212
131,0.836363442929313
134,0.822898609831177
135,0.524272901483689
137,0.804227233825049
139,0.301801214257837
140,0.663060313537402
141,0.858314662415615
142,0.314910255089118
152,0.8181532880939
162,0.633032632931645
164,0.590426589897726
168,0.654505303825908
172,0.701935863940899
173,0.532465022978777
176,0.846793649218703
179,0.63878312080167
181,0.592604006580595
182,0.194846670082146
183,0.434947923921689
186,0.800140779811703
189,0.57833937218121
192,0.45217953207023
193,0.768754251520376
194,0.759044061389749
196,0.5315988492332
197,0.881573859899247
198,0.385456849627789
201,0.62641555651695
204,0.670488509465066
205,0.364189377574045
210,0.500684004948745
213,0.612840054700364
216,0.419964340983286
221,0.79365431772546
234,0.207380418281431
237,0.45945667985177
241,0.482990525044785
246,0.25891665452501
258,0.826125050448636
261,0.180311457300969
262,0.583734007900502
271,0.456799693077735
279,0.719038673769349
280,0.549360557716583
288,0.321013689915957
291,0.585750301102658
296,0.0955511383112628
301,0.625907266172494
305,0.0898644050108593
306,0.542189143075475
310,0.604149524860723
313,0.847590347888344
315,0.622806674618137
317,0.621333607631176
318,0.884438393464133
319,0.555126297556794
321,0.767022694941103
323,0.517545853654858
324,0.647875320890107
325,0.811247700701386
326,0.6473119484067
327,0.529941811253322
328,0.696520417756198
331,0.615496737517492
340,0.772982497812866
342,0.611239740112531
344,0.64982104705562
346,0.716890844042717
347,0.857094266761485
358,0.155276483529862
368,0.167660896708283
369,0.706485572295136
382,0.463862568727442
383,0.853655350696206
384,0.373160363668965
385,0.641148290803583
386,0.801296900947793
392,0.504077664352737
396,0.540241632716668
397,0.350411153891547
399,0.513209179467246
400,0.881669889773694
402,0.40079307802842
404,0.67227603204829
405,0.244765778335127
410,0.313362647445403
412,0.479550364547357
415,0.449213404905409
416,0.433898450924876
418,0.59635437155836
419,0.468675255074018
421,0.227052380562944
422,0.804612715525522
424,0.758436413786359
437,0.885443310701635
440,0.746646420474165
442,0.661192832436592
443,0.365524414736005
447,0.630618008395157
448,0.673416297751496
449,0.709251726664636
453,0.582088190453377
465,0.489073940348992
467,0.808939946999325
468,0.432442432719305
470,0.186856444472768
472,0.428389488266117
476,0.523692682940088
484,0.611393788650264
486,0.788229181164313
487,0.469699131906015
492,0.818746846356446
494,0.724049608813131
495,0.706267376269399
503,0.441706639057013
505,0.803236898158948
514,0.253137996824037
516,0.551681368120451
518,0.585056096607387
521,0.281010168512274
523,0.595716581616604
529,0.191218868868286
531,0.64853801751182
533,0.562087498421996
534,0.313820496849051
536,0.608167805392062
545,0.750822857216272
549,0.919601672283775
553,0.769056297208088
555,0.510667073343246
561,0.683188992513627
562,0.762530114686917
563,0.660215917955106
567,0.137446845700754
569,0.309864309706884
570,0.225442833494358
575,0.875811876091324
577,0.649393114045481
579,0.410047448639273
581,0.486099519452998
582,0.733523759228078
583,0.166448188508581
590,0.417227939384701
598,0.46506734076325
600,0.602419443836762
603,0.767530315961823
604,0.671664617352187
606,0.661237824123531
619,0.72512447105991
621,0.646546871579692
622,0.772804675000686
623,0.140471222293804
627,0.653112362333263
633,0.812630614607141
636,0.809452266281455
639,0.530523986320438
643,0.731875945740929
653,0.167835869186625
654,0.910480620090438
660,0.745590810832513
681,0.512368245994522
685,0.804258181708868
691,0.567466374173981
696,0.647449692479644
698,0.162307552516145
699,0.755379412800344
700,0.590258393447367
703,0.694494522996815
705,0.766005646220028
707,0.769783066499182
708,0.684332924158225
711,0.578575393291182
712,0.808141292207182
716,0.460548773054236
719,0.70902366503433
722,0.507644090335018
724,0.276038824045951
727,0.2993628806793
730,0.793773341683275
736,0.675692015508504
743,0.771088079439362
753,0.755114633398103
755,0.181797914510134
765,0.80355893856642
774,0.65086368392502
775,0.273664156130726
778,0.701135067621728
784,0.649614612529911
788,0.72112541010179
789,0.553269721802396
