UserID,Probability1
3,0.663655659407085
4,0.710847912688782
10,0.559633905794659
14,0.25002899522446
16,0.55109573345726
23,0.452534803391574
29,0.639478007289172
33,0.523048334388431
37,0.671277833842702
45,0.662524766394036
47,0.761895417545108
54,0.270365026111012
55,0.57337631328034
60,0.426012038675756
68,0.773470754330621
79,0.69066253212867
90,0.727071087617578
93,0.535977439244902
98,0.521422236459327
101,0.654440516634102
107,0.544395235728388
109,0.527439392770046
113,0.565374369978837
116,0.58497751725322
118,0.410240707871851
119,0.563573039863868
120,0.782811296189359
126,0.594945154923855
131,0.813998232745063
134,0.817198437376841
135,0.568554472409747
137,0.781713672307994
139,0.30023588793644
140,0.623288036002569
141,0.84159319752569
142,0.373553363432407
152,0.781415657286187
162,0.644836850558483
164,0.606041861649535
168,0.642467609844642
172,0.717168349987751
173,0.501768130489041
176,0.852698472949159
179,0.651447098707617
181,0.607298115193476
182,0.244528518504952
183,0.436950527166428
186,0.787405857427134
189,0.597978084019351
192,0.479081051548486
193,0.727425328895983
194,0.762589015834445
196,0.541660405596612
197,0.836502449909397
198,0.345048758022027
201,0.634392866871964
204,0.640041898055572
205,0.383422081445519
210,0.596065120544501
213,0.601543286368566
216,0.400901675813438
221,0.756976196826071
234,0.18453075042595
237,0.433140787940015
241,0.448984655435888
246,0.315575530898487
258,0.835808941890153
261,0.170546081081286
262,0.594928805127905
271,0.457242246647505
279,0.739928670153658
280,0.560192158269613
288,0.314599391643754
291,0.560469959569968
296,0.118439520049586
301,0.624579177970363
305,0.106271990922412
306,0.555402817188773
310,0.57025239314212
313,0.812200356096071
315,0.629884726754063
317,0.626928732709727
318,0.878330253366721
319,0.552083763290188
321,0.760980709839154
323,0.494325964720693
324,0.647853830392881
325,0.816450056551518
326,0.62285706224924
327,0.53483836967683
328,0.641394143486583
331,0.60372337306045
340,0.766910207300259
342,0.668152483733297
344,0.692731209383173
346,0.723758340517194
347,0.851269512105036
358,0.18566283269347
368,0.176826330864316
369,0.677749236549992
382,0.42716951497688
383,0.822014462200613
384,0.358126915873554
385,0.639624007753956
386,0.791695597572949
392,0.445266362452506
396,0.5465728050866
397,0.386266063032637
399,0.519361940931717
400,0.856432034907536
402,0.420952854355586
404,0.648456080225334
405,0.302566712559702
410,0.340604155471539
412,0.47218414381407
415,0.503661555504024
416,0.481682472483762
418,0.579124926387239
419,0.445989450650627
421,0.248584623435083
422,0.756365547037754
424,0.716685370559384
437,0.859192977051473
440,0.719746445072007
442,0.649912080290174
443,0.368641519641794
447,0.593776476539264
448,0.643870352623591
449,0.690270194482788
453,0.579481805620568
465,0.514688758825462
467,0.760848807049719
468,0.433493463124886
470,0.217623555803383
472,0.461496514450648
476,0.487700269506682
484,0.623192281947196
486,0.78655752077274
487,0.490425290505594
492,0.791782570663871
494,0.746375669012435
495,0.682463052816827
503,0.527070734432518
505,0.80222899672934
514,0.283353419339864
516,0.536938047411476
518,0.567690074543631
521,0.270018733286401
523,0.607425943321768
529,0.203337197782514
531,0.63539507000654
533,0.598951496693798
534,0.344528907316614
536,0.545224218645357
545,0.77436549941511
549,0.889552539264036
553,0.760445870792241
555,0.548717733140197
561,0.640320408761583
562,0.738703041987074
563,0.68077043791525
567,0.201305721630929
569,0.316169915635212
570,0.262973263890409
575,0.823961948432996
577,0.641069734321371
579,0.409447986214543
581,0.478697268049932
582,0.674037447649919
583,0.193415078478158
590,0.412289749448412
598,0.50504521454022
600,0.584020131461447
603,0.765861818993604
604,0.679873215577298
606,0.654696890740189
619,0.744902820369737
621,0.583474000260179
622,0.783766068370051
623,0.180092239690871
627,0.63909584762803
633,0.814636805003255
636,0.801201186801186
639,0.550760912729762
643,0.704014933944564
653,0.178861136997107
654,0.876034452135928
660,0.778512631840755
681,0.549552200408809
685,0.779389719707541
691,0.590712539549243
696,0.708342558034183
698,0.17850758057113
699,0.794140185845691
700,0.58199574904284
703,0.692233951385871
705,0.765222524950362
707,0.768046356911234
708,0.627689740059855
711,0.594619302479583
